name	***	mention	text	class
THE HAUNTED BOOKSHOP ***	The Anatomy of Melancholy	 The Anatomy of Melancholy always made him hungry, and he dipped discreetly into various vessels of refreshment, sharing a few scraps with Bock whose pleading brown eye at these secret suppers always showed a comical realization of their shameful and furtive nature.	True
IN LUCK AT LAST ***	The Count of Monte Cristo	The Count of Monte Cristo himself was not more filled with the faith and conviction of his divine obligation.	True
THE POOLS OF SILENCE ***	The Count of Monte Cristo	The Count of Monte Cristo landed here after he had discovered his treasure, and here Caderouse after the infamy at "La Reservée" watched old Dantès starving to death.	True
HARBOR TALES DOWN NORTH***	The Last Man	Skipper Harry brooded whilst I tooted Toby Farr's woeful song called The Last Man o' the _Fore-an'-After_: When the schooner struck the rock, She was splintered by the shock; An' the breakers didn't ask for leave or token.	True
THE KING OF IRELAND'S SON ***	The Little Red Hen	The Little Red Hen flew into Flann's face.	False
BOYS AND GIRLS BOOKSHELF; A PRACTICAL PLAN OF CHARACTER BUILDING, VOLUME I (OF 17)***	The Little Red Hen	The Little Red Hen was so frightened that she could only whisper, "Oh, dear!	False
PG WORKS OF O.W. HOLMES ***	The Mysterious Stranger	The Mysterious Stranger is the name some give him, but we girls call him the Sachem, because he paddles about in an Indian canoe.	False
THE FORTUNE HUNTER ***	The Mysterious Stranger	Naturally Tracey took The Mysterious Stranger for a drummer; he had three trunks and a heavy packing-box, so Tracey's misapprehension was pardonable.	False
COMPLETE PG TWAIN ***	The Prince and the Pauper	 The Clemens household was always given to theatricals, and it was about this time that scenery and a stage were prepared--mainly by the sculptor Gerhardt--for these home performances, after which productions of The Prince and the Pauper were given with considerable regularity to audiences consisting of parents and invited friends.	True
MARK TWAIN, A BIOGRAPHY, ***	The Prince and the Pauper	CXXXVII CERTAIN ATTACKS AND REPRISALS Beyond the publication of The Prince and the Pauper Clemens was sparingly represented in print in '81.	True
MARK TWAIN, A BIOGRAPHY, ***	The Prince and the Pauper	The impulse which had once prompted Mark Twain to offer The Prince and the Pauper anonymously now prevailed.	True
ANCIENT LAW ***	The Social Contract	The Social Contract or Compact is the most systematic form which has ever been assumed by the error we are discussing.	False
ROUSSEAU ***	The Social Contract	The Social Contract was published in the spring of 1762, and Emilius a few weeks later.	True
THE IDEA OF PROGRESS ***	The Social Contract	The Social Contract was his answer, and there we can see the living idea of equality detaching itself from the dead theory of degradation.	False
IMPERIAL PURPLE ***	The Thousand and One Nights	The Thousand and One Nights were realized then if ever.	True
THE WORLD'S GREATEST BOOKS, VOL. I***	The Thousand and One Nights	*       *       *        *        * The Arabian Nights Or, The Thousand and One Nights There is as much doubt about the history of "The Thousand and One Nights" as that which veils the origin of the Homeric poems.	True
MISS MILLION'S MAID ***	The Thousand and One Nights	The secret of her sudden pilgrimage into Sussex the other night was that she had received a telephone message at the club of The Thousand and One Nights to inform her of still another arrival at the "Refuge."	True
WORKS OF GEORGE MEREDITH ***	The Way of the World	The Way of the World may be read out currently at a first glance, so sure are the accents of the emphatic meaning to strike the eye, perforce of the crispness and cunning polish of the sentences.	True
WORKS OF C. & M. LAMB, V6 ***	Biographia Literaria	his baby song his Ode on the Departing Year as a husbandman his Joan of Arc verses and Rogers on Lamb his refusal to write his "Osorio" and the Stowey visit his "Lime-tree Bower" and Lamb's greatcoat and C. Lloyd the Wedgwood annuity and Lamb's "Theses Qusaedam Theologicae" the quarrel with Lamb and Lloyd his letter of remonstrance to Lamb with Wordsworth in Germany in Buckingham Street his articles in the Morning Post with Lamb in 1800 his translation of Schiller his books his affection for the Lambs his Anthology poems on Wordsworth at Keswick his Chamounix Hymn suggests collaboration with Lamb on Mary Lamb's illness his Poems, 3rd edition his Malta plans at Malta, and the Wordsworths in Italy returns home and his wife, The Friend neglects the Lambs his potations his difference with Wordsworth and Catalani in 1814 his "Remorse" and the translation of "Faust" his Biographia Literaria his Sibylline Leaves a characteristic end his "Zapolya" at a chemist's recites "Kubla Khan" puts himself under Gillman attacked by Hazlitt at Highgate his Statesman's Manual his lectures at Gillman's on Peter Bell the Third his "Fancy in Nubibus" in Lloyd's poem his book-borrowing and Allsop his dying message in 1807 at Monkhouse's dinner and Mrs. Gillman and Irving and the Prize Essay and Hood's _Odes_	True
THE WORKS OF LORD BYRON, VOLUME 6 ***	Biographia Literaria	[194] [The allusion is to Coleridge's eulogy of Southey in the Biographia Literaria (ed. 1847, i. 61): "In poetry he has attempted almost every species of composition known before, and he has added new ones; and if we except the very highest lyric ...	True
WITCHCRAFT ***	Daemonologie	Potts asks pointedly: "What hath the King's Maiestie written and published in his Daemonologie by way of premonition and prevention, which hath not here by the first or last beene executed, put in practice, or discovered?"	True
DAEMONOLOGIE.***	Daemonologie	Daemonologie In Forme of a Dialogie Diuided into three Bookes.	True
OCCASION FOR DISASTER ***	Dracula	"But she is also somewhat battier, Malone, than the entire Order Chiroptera, including Count Dracula and all his happy friends."	True
100 NEW YORKERS OF THE 1970S***	Dracula	Maybe I'm getting a Dracula schedule," he says with a laugh.	True
THE TALE OF TERROR***	Dracula	The descent of Bram Stoker's infamous vampire Dracula may be traced back through centuries of legend.	True
THE FIRST ONE ***	Dracula	Maybe that's the only way to act, like Dracula or another monster from the movies."	True
NEW GRESHAM ENCYC. VOL 1 PART 3 ***	Gilgamesh Epic	The Gilgamesh Epic refers to the hero as Ut-na-pishtim (or Pir-na-pishtim).	True
ENCYC. BRITANNICA, VOL 12 SLICE 1 ***	Gilgamesh Epic	Though the Gilgamesh Epic is known to us chiefly from the fragments found in the royal collection of tablets made by Assur-bani-pal, the king of Assyria (668-626 B.C.) for his palace at Nineveh, internal evidence points to the high antiquity of at least some portions of it, and the discovery of a fragment of the epic in the older form of the Babylonian script, which can be dated as 2000 B.C., confirms this view.	True
LEGENDS OF BABYLON AND EGYPT ***	Gilgamesh Epic	A, the priest of Kullab and the husband of a goddess, is clearly to be identified with A, the priest of Kullab and father of Gilgamesh, for we know from the Gilgamesh Epic that the hero's mother was the goddess Ninsun.	True
HISTORICAL SKETCHES, VOLUME I (OF 3)***	Idea of a University Defined and	Being the First Part of "The Idea of a University Defined and Illustrated".	True
WIT AND MIRTH, VOL. 5 OF 6 ***	Master and Man	With Sweard ready drawn they rid to the Gate, Where being denied an Entrance thro' The Master and Man they fought at that rate, That some ran away, and others they slew:	False
NOTORIOUS IMPOSTOR, DIEGO REDIVIVUS ***	Master and Man	These strong Reasons (or indeed weaker would have served turn) were satisfactory enough, and so the Gentleman Equipping his Brother _Clodpate_ with a _George_ to stay and Drink till they returned, the Master and Man fairly drive on, for the remaining three Miles to bring off the Bag and Baggage, _&c._	False
OLD ENGLISH PLAYS ***	Phantastes	Whom since our great queen Psyche hath ordain'd, For his sound wisdom, our vice-governor, To him and to his two so wise assistants, Nimble Phantastes and firm Memory, Myself and cause I humbly do commit.	False
CURIOSITIES OF LITERATURE,  ***	Phantastes	As for instance,--Geographus and his man Phantastes describe to Poeta the lying wonders they pretend to have witnessed; and this is one:-- "_Phan._	False
BRIEF HANDBOOK OF ENGLISH AUTHORS ***	Phantastes	Phantastes contains some of his best poetry.	True
THE PG ENCYCLOPEDIA, VOL 1 ***	She Stoops to Conquer	 These, published in 1882, attracted much attention, and were followed by illustrations for Goldsmith's She Stoops to Conquer (1887), for a volume of Old Songs (1889), and for the comedies (and a few of the tragedies) of Shakespeare.	True
OLIVER GOLDSMITH ***	She Stoops to Conquer	The room is still pointed out in which She Stoops to Conquer was written; a convenient and airy apartment, up one Sight of stairs.	True
LIBRARY NOTES ***	She Stoops to Conquer	Colman again protested, but, with that salvo for his own reputation, liberally lent his stage to one of the most eccentric productions that ever found its way to it, and She Stoops to Conquer was put into rehearsal.	True
BRIEF HANDBOOK OF ENGLISH AUTHORS ***	The Woman in White	The Woman in White is his most famous story.	True
THE PATCHWORK GIRL OF OZ ***	Wizard in Oz	Dorothy and the Wizard in Oz is embellished with sixteen full-page inserts after paintings by John R. Neill.	True
ROMAN SOCIETY FROM NERO TO MARCUS AURELIUS***	Letters of Pliny	No aspect of social life is more prominent in the Letters of Pliny than the reading of new works, epics, or lyrics, histories, or speeches, before fashionable assemblies.	True
